Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,90sGls,90sAst,90sG+A,90sG-PK,90sG+A-PK,90sxG,90sxAG,90sxG+xAG,90snpxG,90snpxG+xAG,Sh,SoT,SoTPercent,Sh90,SoT90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xAG,xA,A-xAG,KP,Passes3rd,PPA,CrsPA,PrgP,SCA,SCA90,PassLive,PassDead,TO,SCASh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,GCASh,Fld,Def,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,LiveTouches,Att,Succ,SuccPercent,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Final3rd,CPA,Mis,Dis,Rec,PrgR
Shandon Baptiste,gd GRN,MF,Brentford,23,1998,22,9,910,10.1,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.3,14,35,29,0.1,0,0.1,0.1,0.1,0.07,0.05,0.12,0.07,0.12,12,4,33.3,1.19,0.4,0.08,0.25,20.1,0,0,0,0.7,0.7,0.06,0.3,0.3,257,308,83.4,3885,900,140,156,89.7,85,99,85.9,17,30,56.7,0.5,0.5,-0.5,9,21,6,1,35,21,2.07,16,0,4,1,0,0,1,0.1,1,0,0,0,0,0,418,15,83,216,126,15,418,28,19,67.9,9,32.1,252,1225,603,14,13,4,21,12,269,29
Ross Barkley,eng ENG,MFFW,Chelsea,27,1993,6,1,179,2,1,0,1,1,0,0,0,0,1,1,0.5,1.5,14,14,17,0.5,0,0.5,0.5,0.5,0.49,0.24,0.73,0.49,0.73,9,4,44.4,4.53,2.01,0.11,0.25,22.3,0,0,0,1,1,0.11,0,0,106,128,82.8,1633,369,59,66,89.4,32,39,82.1,9,11,81.8,0.5,0.7,-0.5,8,6,7,0,14,18,9,13,3,1,1,0,0,3,1.5,3,0,0,0,0,0,153,0,6,49,98,7,153,8,7,87.5,1,12.5,94,715,373,14,10,0,3,7,124,17
Ashley Barnes,eng ENG,FW,Burnley,31,1989,23,8,808,9,1,0,1,0,1,1,4,0,2.1,1.4,0.9,2.2,5,17,47,0.11,0,0.11,0,0,0.24,0.1,0.33,0.15,0.25,15,5,33.3,1.67,0.56,0,0,17.3,0,1,1,2.1,1.4,0.09,-1.1,-1.4,122,198,61.6,1577,452,81,108,75,30,52,57.7,5,10,50,0.9,1,-0.9,8,21,5,1,17,18,2,12,0,0,3,3,0,1,0.11,1,0,0,0,0,0,302,6,22,163,120,25,301,8,5,62.5,3,37.5,139,530,215,5,5,1,37,22,224,47
Harvey Barnes,eng ENG,FWMF,Leicester City,23,1997,32,24,2101,23.3,6,10,16,6,0,0,2,0,5.6,5.6,4.6,10.2,107,59,237,0.26,0.43,0.69,0.26,0.69,0.24,0.2,0.44,0.24,0.44,66,24,36.4,2.83,1.03,0.09,0.25,16.1,0,0,0,5.6,5.6,0.09,0.4,0.4,550,756,72.8,6899,1906,366,442,82.8,137,199,68.8,15,34,44.1,4.6,3.2,5.4,29,26,24,7,59,63,2.7,48,0,7,4,3,1,13,0.56,11,0,0,2,0,0,1052,17,115,361,589,130,1052,75,31,41.3,44,58.7,732,5181,2962,107,61,48,58,43,834,237
Lewis Bate,eng ENG,MF,Leeds United,18,2002,3,1,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,1,0,0,0.62,0,0,,28.9,0,0,0,0,0,0.01,0,0,45,61,73.8,654,199,23,30,76.7,15,17,88.2,3,5,60,0,0,0,0,2,0,0,6,3,1.85,2,0,0,1,0,0,0,0,0,0,0,0,0,0,86,3,27,51,9,0,86,5,1,20,4,80,47,267,57,0,2,0,9,2,53,1
Mads Bech Sørensen,dk DEN,DF,Brentford,22,1999,11,9,835,9.3,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,9,20,4,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,2,0,0,0.22,0,0,,12.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,393,514,76.5,7386,3006,143,161,88.8,209,262,79.8,37,75,49.3,0.4,0.3,-0.4,7,19,4,3,20,11,1.19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,576,65,291,218,71,6,576,1,0,0,1,100,296,1631,1014,9,4,0,2,0,325,4
Jan Bednarek,pl POL,DF,Southampton,25,1996,31,30,2629,29.2,4,0,4,4,0,0,10,0,2.2,2.2,0.4,2.6,0,61,5,0.14,0,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09,19,7,36.8,0.65,0.24,0.21,0.57,8.9,0,0,0,2.2,2.2,0.12,1.8,1.8,1201,1490,80.6,22224,8000,462,523,88.3,597,693,86.1,117,231,50.6,0.4,0.7,-0.4,6,81,1,1,61,22,0.75,16,3,0,1,0,2,1,0.03,1,0,0,0,0,0,1828,206,865,904,72,33,1828,1,1,100,0,0,873,3515,1642,0,8,0,7,4,993,5
Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.2,0,1.2,1.2,1.2,0.57,0.47,1.04,0.57,1.04,2,1,50,2.4,1.2,0.5,1,9,0,0,0,0.5,0.5,0.24,0.5,0.5,26,34,76.5,348,170,18,21,85.7,5,6,83.3,1,1,100,0.4,0.2,-0.4,3,2,3,0,4,6,7.2,5,0,1,0,0,0,1,1.2,1,0,0,0,0,0,56,2,22,19,17,3,56,5,1,20,4,80,25,116,27,0,1,0,3,3,31,4
Donny van de Beek,nl NED,MF,Everton,24,1997,7,5,483,5.4,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.1,3,20,10,0.19,0,0.19,0.19,0.19,0.2,0.01,0.21,0.2,0.21,5,1,20,0.93,0.19,0.2,1,20.5,0,0,0,1.1,1.1,0.21,-0.1,-0.1,206,250,82.4,2732,712,112,128,87.5,73,85,85.9,3,12,25,0.1,0.2,-0.1,2,21,3,0,20,8,1.49,7,0,0,1,0,0,0,0,0,0,0,0,0,0,306,11,56,179,74,7,306,9,3,33.3,6,66.7,149,568,264,3,4,0,5,6,180,10
Asmir Begovi?,ba BIH,GK,Everton,34,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,39,85,45.9,1601,1416,2,2,100,14,14,100,23,68,33.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,90,97,0,0,0,97,0,0,,0,,34,240,138,0,0,0,0,0,26,0
Saïd Benrahma,dz ALG,FWMF,West Ham,25,1995,32,26,2168,24.1,8,6,14,8,0,0,0,0,4.8,4.8,3.7,8.5,73,73,222,0.33,0.25,0.58,0.33,0.58,0.2,0.15,0.35,0.2,0.35,63,20,31.7,2.62,0.83,0.13,0.4,19.6,3,0,0,4.8,4.8,0.08,3.2,3.2,632,841,75.1,8891,2023,367,432,85,191,250,76.4,32,68,47.1,3.7,3.3,2.3,32,37,29,10,73,75,3.11,58,0,7,7,3,0,8,0.33,7,0,0,1,0,0,1121,12,136,422,577,87,1121,80,37,46.3,43,53.8,725,4411,2034,73,42,26,62,30,807,222
Rodrigo Bentancur,uy URU,MF,Tottenham,24,1997,17,16,1361,15.1,0,4,4,0,0,0,5,0,0.8,0.8,2.6,3.4,20,76,11,0,0.26,0.26,0,0.26,0.05,0.17,0.23,0.05,0.23,14,2,14.3,0.93,0.13,0,0,19.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,912,1019,89.5,14966,3399,420,454,92.5,384,409,93.9,64,88,72.7,2.6,1.4,1.4,15,81,4,2,76,38,2.51,33,0,1,2,1,1,7,0.46,6,0,0,1,0,0,1184,59,255,747,193,15,1184,20,14,70,6,30,760,3623,1781,20,21,2,12,13,898,11
Christian Benteke,be BEL,FW,Crystal Palace,30,1990,25,11,1145,12.7,4,1,5,4,0,0,3,0,4.9,4.9,1.3,6.2,15,24,79,0.31,0.08,0.39,0.31,0.39,0.38,0.1,0.49,0.38,0.49,39,13,33.3,3.07,1.02,0.1,0.31,12.5,0,0,0,4.9,4.9,0.13,-0.9,-0.9,196,305,64.3,2718,483,116,159,73,54,89,60.7,10,15,66.7,1.3,1,-0.3,13,12,10,0,24,23,1.81,19,0,1,1,2,0,2,0.16,1,0,0,0,1,0,450,38,61,196,197,72,450,13,9,69.2,4,30.8,203,947,391,15,8,9,39,17,345,79
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,30,1990,18,13,1102,12.2,0,1,1,0,0,0,2,0,1.6,1.6,0.5,2,27,16,75,0,0.08,0.08,0,0.08,0.13,0.04,0.17,0.13,0.17,19,5,26.3,1.55,0.41,0,0,19.9,2,0,0,1.6,1.6,0.08,-1.6,-1.6,209,341,61.3,2955,687,132,166,79.5,50,85,58.8,15,45,33.3,0.5,0.8,0.5,6,7,11,9,16,23,1.88,16,0,1,4,2,0,2,0.16,2,0,0,0,0,0,474,20,77,176,229,22,474,22,14,63.6,8,36.4,270,1466,653,27,20,3,15,19,295,75
Steven Bergwijn,nl NED,FWMF,Tottenham,23,1997,25,4,565,6.3,3,1,4,3,0,0,1,0,2.5,2.5,0.9,3.5,26,17,53,0.48,0.16,0.64,0.48,0.64,0.4,0.15,0.55,0.4,0.55,19,10,52.6,3.03,1.59,0.16,0.3,16.3,0,0,0,2.5,2.5,0.13,0.5,0.5,144,177,81.4,1756,392,98,113,86.7,30,38,78.9,4,7,57.1,0.9,1.2,0.1,8,9,6,0,17,21,3.35,15,1,2,1,2,0,3,0.48,1,0,1,0,1,0,258,5,33,91,142,40,258,20,10,50,10,50,171,1294,728,26,16,10,28,14,203,53
Ryan Bertrand,eng ENG,DF,Leicester City,31,1989,4,4,337,3.7,0,0,0,0,0,0,1,0,0,0,0,0,2,17,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,151,191,79.1,2212,828,88,97,90.7,51,63,81,8,18,44.4,0,0.1,0,0,12,1,0,17,2,0.53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,229,16,65,113,53,4,229,0,0,,0,,101,412,192,2,2,1,6,4,124,8
Mads Bidstrup,dk DEN,MF,Brentford,20,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,10,13,76.9,140,31,4,5,80,4,5,80,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,8,10,2,0,20,0,0,,0,,6,21,10,0,0,0,2,1,9,0
Yves Bissouma,ml MLI,MF,Brighton,24,1996,26,25,2111,23.5,1,2,3,1,0,0,10,0,0.9,0.9,0.8,1.7,40,92,16,0.04,0.09,0.13,0.04,0.13,0.04,0.03,0.07,0.04,0.07,21,5,23.8,0.9,0.21,0.05,0.2,25.3,1,0,0,0.9,0.9,0.04,0.1,0.1,1061,1193,88.9,17341,3663,517,556,93,419,456,91.9,87,112,77.7,0.8,0.7,1.2,8,73,13,0,92,31,1.32,24,0,4,1,0,2,4,0.17,3,0,0,0,0,1,1505,90,373,902,249,13,1505,51,34,66.7,17,33.3,839,5063,2211,40,39,7,32,25,978,16
Willy Boly,ci CIV,DF,Wolves,30,1991,10,10,900,10,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,6,20,0,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,2,1,50,0.2,0.1,0,0,9.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,468,558,83.9,8303,3409,193,209,92.3,239,268,89.2,30,67,44.8,0.1,0.1,-0.1,1,20,0,0,20,3,0.3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,663,76,373,278,17,6,663,6,3,50,3,50,367,1637,853,6,7,1,3,3,432,0
Jarrod Bowen,eng ENG,FW,West Ham,24,1996,36,34,2983,33.1,12,10,22,12,0,0,6,0,11.9,11.9,6.1,18,74,66,204,0.36,0.3,0.66,0.36,0.66,0.36,0.18,0.54,0.36,0.54,79,34,43,2.38,1.03,0.15,0.35,15.7,0,0,0,11.9,11.9,0.15,0.1,0.1,574,863,66.5,9502,2529,302,372,81.2,167,225,74.2,74,171,43.3,6.1,4.3,3.9,41,30,24,3,66,98,2.96,56,16,11,9,5,1,19,0.57,9,3,3,1,3,0,1225,27,171,460,625,139,1225,88,50,56.8,38,43.2,710,4968,1928,74,43,43,65,52,769,204
Jarrad Branthwaite,eng ENG,DF,Everton,19,2002,6,4,388,4.3,1,0,1,1,0,0,0,1,0.5,0.5,0,0.5,1,12,0,0.23,0,0.23,0.23,0.23,0.12,0,0.12,0.12,0.12,3,2,66.7,0.7,0.46,0.33,0.5,14,0,0,0,0.5,0.5,0.18,0.5,0.5,89,117,76.1,1392,666,45,53,84.9,33,42,78.6,7,15,46.7,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,24,77,79,5,2,158,2,1,50,1,50,62,242,125,1,0,0,4,1,72,0
Armando Broja,al ALB,FW,Southampton,19,2001,32,21,1975,21.9,6,0,6,6,0,0,2,0,5.9,5.9,1,6.9,56,29,114,0.27,0,0.27,0.27,0.27,0.27,0.05,0.32,0.27,0.32,45,19,42.2,2.05,0.87,0.13,0.32,13,0,0,0,5.9,5.9,0.13,0.1,0.1,243,404,60.1,2594,572,167,249,67.1,48,87,55.2,1,7,14.3,1,0.3,-1,10,13,2,0,29,38,1.73,19,0,7,7,4,1,4,0.18,0,0,2,0,2,0,673,15,51,278,360,101,673,70,33,47.1,37,52.9,364,2447,1247,56,28,33,68,50,488,114
Josh Brownhill,eng ENG,MF,Burnley,25,1995,35,32,2955,32.8,2,3,5,2,0,0,10,0,1.4,1.4,2.6,3.9,18,106,37,0.06,0.09,0.15,0.06,0.15,0.04,0.08,0.12,0.04,0.12,29,9,31,0.88,0.27,0.07,0.22,23.8,4,0,0,1.4,1.4,0.05,0.6,0.6,891,1196,74.5,13793,4197,463,547,84.6,291,389,74.8,77,147,52.4,2.6,3.2,0.4,40,97,22,3,106,75,2.28,50,18,2,2,2,1,3,0.09,1,2,0,0,0,0,1528,77,321,828,401,32,1528,30,15,50,15,50,614,2557,992,18,29,6,40,18,749,37
Lewis Brunt,eng ENG,MF,Leicester City,20,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,21,21,100,365,28,10,10,100,10,10,100,1,1,100,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,22,4,1,26,1,1,100,0,0,22,99,36,1,0,0,1,2,22,2
Bryan,es ESP,FWMF,Tottenham,20,2001,9,0,94,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,7,17,0,0,0,0,0,0.06,0.11,0.17,0.06,0.17,1,1,100,0.96,0.96,0,0,15.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,50,64,78.1,660,188,32,36,88.9,11,15,73.3,3,4,75,0.1,0.2,-0.1,2,0,4,2,7,5,4.79,4,0,0,1,0,0,1,0.96,1,0,0,0,0,0,79,2,10,13,56,3,79,6,4,66.7,2,33.3,53,350,220,6,4,0,6,2,60,17
Emi Buendía,ar ARG,MFFW,Aston Villa,24,1996,35,22,1899,21.1,4,6,10,4,0,0,1,0,3.4,3.4,5.8,9.1,40,117,84,0.19,0.28,0.47,0.19,0.47,0.16,0.27,0.43,0.16,0.43,44,13,29.5,2.09,0.62,0.09,0.31,17.9,0,0,0,3.4,3.4,0.08,0.6,0.6,711,902,78.8,10017,2688,418,482,86.7,199,248,80.2,42,79,53.2,5.8,4.2,0.2,48,71,43,3,117,83,3.93,65,3,7,3,5,0,10,0.47,7,0,2,1,0,0,1146,27,134,548,476,69,1146,64,40,62.5,24,37.5,673,3378,1622,40,41,7,42,41,806,84
Dan Burn,eng ENG,DF,Newcastle Utd,29,1992,16,16,1440,16,0,1,1,0,0,0,4,0,0.7,0.7,0.4,1.1,6,31,2,0,0.06,0.06,0,0.06,0.04,0.03,0.07,0.04,0.07,11,1,9.1,0.69,0.06,0,0,10.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7,459,587,78.2,8701,2825,154,186,82.8,263,304,86.5,35,82,42.7,0.4,0.3,0.6,4,32,0,0,31,6,0.37,6,0,0,0,0,0,1,0.06,1,0,0,0,0,0,782,129,417,326,42,22,782,0,0,,0,,340,1761,738,6,3,1,4,3,384,2
Dan Burn,eng ENG,DF,Brighton,29,1992,13,12,1022,11.4,1,0,1,1,0,0,4,0,1.6,1.5,0.5,2,9,50,3,0.09,0,0.09,0.09,0.09,0.14,0.04,0.18,0.13,0.17,7,3,42.9,0.62,0.26,0.14,0.33,8.4,0,0,0,1.6,1.5,0.21,-0.6,-0.5,523,645,81.1,10143,3167,171,205,83.4,298,331,90,49,90,54.4,0.5,0.1,-0.5,2,43,1,0,50,7,0.62,6,0,0,1,0,0,0,0,0,0,0,0,0,0,797,92,378,378,45,12,797,3,0,0,3,100,455,1946,1030,9,8,1,7,1,506,3
Jack Butland,eng ENG,GK,Crystal Palace,28,1993,9,8,765,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,214,287,74.6,4835,2860,61,61,100,108,108,100,40,113,35.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,259,295,1,0,0,296,0,0,,0,,162,755,337,0,0,0,0,0,138,0
Sam Byram,eng ENG,DF,Norwich City,27,1993,15,11,1027,11.4,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.9,11,23,16,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,7,1,14.3,0.61,0.09,0,0,10.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,393,515,76.3,5981,1974,219,248,88.3,144,197,73.1,17,36,47.2,0.2,0.3,-0.2,4,15,2,0,23,11,0.96,6,1,1,2,1,0,2,0.18,0,0,0,1,1,0,669,82,309,250,115,15,669,8,3,37.5,5,62.5,317,1495,692,11,7,2,8,4,332,16
Willy Caballero,ar ARG,GK,Southampton,39,1981,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,37,60,61.7,1320,1119,6,6,100,12,12,100,19,42,45.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,47,69,0,0,0,69,0,0,,0,,31,215,112,0,0,0,0,0,32,0
Moisés Caicedo,ec ECU,MF,Brighton,19,2001,8,8,660,7.3,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,9,22,8,0.14,0.14,0.27,0.14,0.27,0.11,0.04,0.16,0.11,0.16,10,4,40,1.36,0.55,0.1,0.25,18.4,0,0,0,0.8,0.8,0.09,0.2,0.2,225,275,81.8,3117,843,144,164,87.8,59,75,78.7,12,17,70.6,0.3,0.4,0.7,4,19,2,0,22,13,1.77,10,0,1,1,0,1,3,0.41,3,0,0,0,0,0,358,21,81,193,91,13,358,10,7,70,3,30,179,736,405,9,9,1,10,10,206,8
Dominic Calvert-Lewin,eng ENG,FW,Everton,24,1997,17,15,1283,14.3,5,2,7,3,2,3,2,0,6.5,4.2,1.6,5.7,9,17,50,0.35,0.14,0.49,0.21,0.35,0.46,0.11,0.57,0.29,0.4,30,11,36.7,2.1,0.77,0.1,0.27,13.8,0,2,3,6.5,4.2,0.14,-1.5,-1.2,167,280,59.6,1807,408,111,169,65.7,31,51,60.8,3,4,75,1.6,1.2,0.4,10,10,4,0,17,30,2.1,22,0,2,1,4,1,4,0.28,3,0,0,0,1,0,448,15,41,194,213,52,445,11,2,18.2,9,81.8,194,879,217,9,3,2,50,13,328,50
Chem Campbell,wls WAL,MF,Wolves,18,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,9,10,90,90,14,8,9,88.9,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,8,1,11,0,0,,0,,5,30,11,0,0,0,0,0,9,4
João Cancelo,pt POR,DF,Manchester City,27,1994,36,36,3227,35.9,1,7,8,1,0,0,7,0,4,4,5.4,9.3,125,357,270,0.03,0.2,0.22,0.03,0.22,0.11,0.15,0.26,0.11,0.26,81,23,28.4,2.26,0.64,0.01,0.04,22,1,0,0,4,4,0.05,-3,-3,2809,3365,83.5,44538,12620,1610,1732,93,938,1130,83,208,346,60.1,5.4,6.6,1.6,39,308,96,12,357,126,3.51,98,1,8,16,2,1,18,0.5,13,1,1,3,0,0,3769,67,618,1931,1245,101,3769,106,56,52.8,50,47.2,2411,11313,5785,125,129,36,45,24,2749,270
Sergi Canós,es ESP,DFFW,Brentford,24,1997,31,25,2083,23.1,3,2,5,3,0,0,8,1,3,3,1.7,4.6,52,59,100,0.13,0.09,0.22,0.13,0.22,0.13,0.07,0.2,0.13,0.2,33,12,36.4,1.43,0.52,0.09,0.25,16.3,1,0,0,3,3,0.09,0,0,449,774,58,7092,2936,253,316,80.1,140,235,59.6,38,134,28.4,1.7,2.3,0.3,17,47,24,9,59,37,1.6,29,3,3,2,0,0,5,0.22,3,1,0,1,0,0,1070,64,303,444,339,50,1070,50,23,46,27,54,581,3331,1833,52,44,12,47,25,601,100
Todd Cantwell,eng ENG,FWMF,Norwich City,23,1998,8,5,441,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,2,10,17,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,5,0,0,1.02,0,0,,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,130,157,82.8,1766,386,84,93,90.3,35,43,81.4,5,10,50,0.1,0.4,-0.1,2,13,2,0,10,10,2.04,9,0,0,0,1,0,1,0.2,1,0,0,0,0,0,205,4,48,102,56,5,205,10,5,50,5,50,128,604,200,2,5,1,15,8,143,17
Matty Cash,pl POL,DF,Aston Villa,23,1997,38,38,3377,37.5,4,3,7,4,0,0,8,0,2.7,2.7,2.8,5.4,89,96,174,0.11,0.08,0.19,0.11,0.19,0.07,0.07,0.14,0.07,0.14,37,13,35.1,0.99,0.35,0.11,0.31,17.9,0,0,0,2.7,2.7,0.07,1.3,1.3,1113,1627,68.4,18719,7079,547,631,86.7,435,606,71.8,101,291,34.7,2.8,2.4,0.2,28,71,32,16,96,65,1.73,45,7,6,2,5,0,7,0.19,4,2,1,0,0,0,2093,140,713,868,538,92,2093,59,33,55.9,26,44.1,1007,5923,2897,89,54,20,56,31,1030,174
Timothy Castagne,be BEL,DF,Leicester City,25,1995,27,22,2127,23.6,1,0,1,1,0,0,1,0,0.7,0.7,1.5,2.2,32,72,115,0.04,0,0.04,0.04,0.04,0.03,0.06,0.09,0.03,0.09,7,3,42.9,0.3,0.13,0.14,0.33,15.2,0,0,0,0.7,0.7,0.1,0.3,0.3,1077,1330,81,16391,5539,611,694,88,393,467,84.2,56,101,55.4,1.5,1,-1.5,15,66,14,8,72,27,1.14,25,2,0,0,0,0,1,0.04,1,0,0,0,0,0,1600,98,551,757,295,21,1600,19,6,31.6,13,68.4,781,3239,1657,32,22,0,27,11,947,115
Jonny Castro,es ESP,DF,Wolves,27,1994,13,10,1024,11.4,2,0,2,2,0,0,1,0,1,1,1.3,2.3,25,35,56,0.18,0,0.18,0.18,0.18,0.09,0.12,0.21,0.09,0.21,10,5,50,0.88,0.44,0.2,0.4,18.9,0,0,0,1,1,0.1,1,1,509,610,83.4,7860,2250,280,317,88.3,188,218,86.2,31,42,73.8,1.3,0.7,-1.3,11,20,7,4,35,27,2.37,22,0,1,0,2,2,0,0,0,0,0,0,0,0,735,22,194,348,202,21,735,25,14,56,11,44,404,2109,1081,25,16,9,21,20,483,56
Craig Cathcart,nir NIR,DF,Watford,32,1989,31,27,2396,26.6,0,1,1,0,0,0,3,0,0.2,0.2,1.2,1.4,6,52,0,0,0.04,0.04,0,0.04,0.01,0.05,0.05,0.01,0.05,3,0,0,0.11,0,0,,10.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,767,953,80.5,16030,5348,231,276,83.7,418,476,87.8,112,184,60.9,1.2,0.4,-0.2,3,48,4,1,52,6,0.23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,204,662,497,55,11,1209,1,0,0,1,100,554,2073,917,6,6,0,6,2,636,0
Edinson Cavani,uy URU,FW,Manchester Utd,34,1987,15,7,766,8.5,2,1,3,2,0,0,0,0,3.4,3.4,1.2,4.7,2,9,32,0.23,0.12,0.35,0.23,0.35,0.4,0.14,0.55,0.4,0.55,18,6,33.3,2.11,0.7,0.11,0.33,12.6,0,0,0,3.4,3.4,0.2,-1.4,-1.4,176,233,75.5,2277,238,105,129,81.4,43,59,72.9,7,11,63.6,1.2,0.9,-0.2,7,4,2,0,9,11,1.29,8,0,0,2,1,0,2,0.23,1,0,0,1,0,0,298,12,54,131,114,30,298,5,4,80,1,20,144,358,111,2,5,2,12,4,217,32
Kayky Chagas,br BRA,FW,Manchester City,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,2,100,21,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,3,0,0,,0,,3,38,20,1,1,0,1,0,3,1
Trevoh Chalobah,eng ENG,DF,Chelsea,22,1999,20,17,1449,16.1,3,1,4,3,0,0,2,0,1.1,1.1,0.3,1.4,24,88,14,0.19,0.06,0.25,0.19,0.25,0.07,0.02,0.09,0.07,0.09,9,7,77.8,0.56,0.43,0.33,0.43,18.8,0,0,0,1.1,1.1,0.13,1.9,1.9,1158,1283,90.3,18559,5304,564,607,92.9,517,548,94.3,60,94,63.8,0.3,0.5,0.7,4,106,6,0,88,14,0.87,12,0,0,1,1,0,2,0.12,2,0,0,0,0,0,1442,68,478,833,138,10,1442,12,10,83.3,2,16.7,816,3176,1703,24,34,0,10,7,1070,14
Calum Chambers,eng ENG,DF,Arsenal,26,1995,2,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,7,5,0,0,0,0,0,0.04,0.05,0.08,0.04,0.08,2,0,0,1.06,0,0,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,77,97,79.4,1255,366,45,50,90,23,28,82.1,9,15,60,0.1,0,-0.1,1,5,1,1,7,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,17,51,56,17,1,123,0,0,,0,,60,164,81,0,1,0,1,1,67,5
